"","X","id","t0","L1","L2","L3","A","Y"
"15615",15615,2231,0,1,-1.70066751068017,10,1,NA
"15616",15616,2231,1,3,-1.56099476290049,NA,1,NA
"15617",15617,2231,2,NA,NA,NA,NA,-2.59736804090016
"15622",15622,2232,0,3,-1.82386326381992,6,1,NA
"15623",15623,2232,1,2,-1.43594969509192,NA,1,NA
"15624",15624,2232,2,NA,NA,NA,NA,-4.65974867034854
"15629",15629,2233,0,2,-1.60224357412127,7,1,NA
"15630",15630,2233,1,3,-1.51218983447937,NA,1,NA
"15631",15631,2233,2,NA,NA,NA,NA,-4.51956216296162
"15636",15636,2234,0,2,-1.51226244707746,8,1,NA
"15637",15637,2234,1,2,-1.54552844563801,NA,1,NA
"15638",15638,2234,2,NA,NA,NA,NA,-4.74465206329797
"15643",15643,2235,0,3,-1.47365975881228,7,1,NA
"15644",15644,2235,1,2,-1.48917370803006,NA,1,NA
"15645",15645,2235,2,NA,NA,NA,NA,-5.31228463209938
"15650",15650,2236,0,3,-1.46111117074583,7,1,NA
"15651",15651,2236,1,3,-1.49902868113751,NA,1,NA
"15652",15652,2236,2,NA,NA,NA,NA,-3.34985818997293
"15657",15657,2237,0,2,-1.45353612297653,6,1,NA
"15658",15658,2237,1,3,-1.35225881891471,NA,1,NA
"15659",15659,2237,2,NA,NA,NA,NA,-2.74820088769531
"15664",15664,2238,0,2,-1.41771772211535,9,1,NA
"15665",15665,2238,1,2,-1.66341726156068,NA,1,NA
"15666",15666,2238,2,NA,NA,NA,NA,-4.51876168124813
"15671",15671,2239,0,3,-1.4097187900475,8,1,NA
"15672",15672,2239,1,3,-1.50492641446104,NA,1,NA
"15673",15673,2239,2,NA,NA,NA,NA,-5.58652216757416
"15678",15678,2240,0,2,-1.51328211972742,8,1,NA
"15679",15679,2240,1,2,-1.69288322319953,NA,1,NA
"15680",15680,2240,2,NA,NA,NA,NA,-5.5604262894757
"15685",15685,2241,0,1,0.514842832582178,7,1,NA
"15686",15686,2241,1,3,-1.57558213019569,NA,1,NA
"15687",15687,2241,2,NA,NA,NA,NA,-4.65289501500855
"15692",15692,2242,0,3,-1.4566293013562,8,1,NA
"15693",15693,2242,1,2,-1.5633256466141,NA,1,NA
"15694",15694,2242,2,NA,NA,NA,NA,-4.79049720211474
"15699",15699,2243,0,1,0.470987907905027,6,1,NA
"15700",15700,2243,1,2,-1.59362689502381,NA,1,NA
"15701",15701,2243,2,NA,NA,NA,NA,-5.46594849310746
"15706",15706,2244,0,2,-1.35461968544486,5,1,NA
"15707",15707,2244,1,2,-1.64662784074257,NA,1,NA
"15708",15708,2244,2,NA,NA,NA,NA,-4.47434509555426
"15713",15713,2245,0,2,-1.52825581257396,9,1,NA
"15714",15714,2245,1,2,-1.72478477873935,NA,1,NA
"15715",15715,2245,2,NA,NA,NA,NA,-5.26678290135076
"15720",15720,2246,0,3,-1.6081766584284,6,1,NA
"15721",15721,2246,1,2,-1.4334182105077,NA,1,NA
"15722",15722,2246,2,NA,NA,NA,NA,-4.77093094208462
"15727",15727,2247,0,1,-1.46585550351675,7,1,NA
"15728",15728,2247,1,3,-1.4841139478762,NA,1,NA
"15729",15729,2247,2,NA,NA,NA,NA,-5.23353868854615
"15734",15734,2248,0,1,0.634912914341936,5,1,NA
"15735",15735,2248,1,2,-1.35879771618034,NA,1,NA
"15736",15736,2248,2,NA,NA,NA,NA,-5.3743455995806
"15741",15741,2249,0,2,0.441616273251879,6,1,NA
"15742",15742,2249,1,3,-1.52541296811698,NA,1,NA
"15743",15743,2249,2,NA,NA,NA,NA,-3.72220514464605
"15748",15748,2250,0,3,-1.51220987065126,10,1,NA
"15749",15749,2250,1,2,-1.56815907039014,NA,1,NA
"15750",15750,2250,2,NA,NA,NA,NA,-3.77174842471474
"15755",15755,2251,0,3,-1.55479862221466,6,1,NA
"15756",15756,2251,1,3,-1.61372505714983,NA,1,NA
"15757",15757,2251,2,NA,NA,NA,NA,-5.49623919458257
"15762",15762,2252,0,3,-1.60485584965081,10,1,NA
"15763",15763,2252,1,3,-1.44564852862578,NA,1,NA
"15764",15764,2252,2,NA,NA,NA,NA,-4.68927014100484
"15769",15769,2253,0,2,-1.44528081284629,10,1,NA
"15770",15770,2253,1,2,-1.66040522406956,NA,1,NA
"15771",15771,2253,2,NA,NA,NA,NA,-4.36185455446283
"15776",15776,2254,0,1,0.563525958788676,6,1,NA
"15777",15777,2254,1,3,-1.38850437135424,NA,1,NA
"15778",15778,2254,2,NA,NA,NA,NA,-4.56777885893685
"15783",15783,2255,0,2,-1.56010189601061,8,1,NA
"15784",15784,2255,1,2,-1.58638730934324,NA,1,NA
"15785",15785,2255,2,NA,NA,NA,NA,-4.68861875822285
"15790",15790,2256,0,2,-1.62375587505146,7,1,NA
"15791",15791,2256,1,3,-1.45127393749106,NA,0,NA
"15792",15792,2256,2,NA,NA,NA,NA,-3.4399550409911
"15797",15797,2257,0,3,-1.61378863369494,5,1,NA
"15798",15798,2257,1,3,-1.57608616377145,NA,1,NA
"15799",15799,2257,2,NA,NA,NA,NA,-4.68384389831979
"15804",15804,2258,0,3,-1.4623118641259,6,0,NA
"15805",15805,2258,1,2,0.486734667699565,NA,1,NA
"15806",15806,2258,2,NA,NA,NA,NA,-4.449283877241
"15811",15811,2259,0,3,-1.47102566973045,7,1,NA
"15812",15812,2259,1,3,-1.42601337562844,NA,1,NA
"15813",15813,2259,2,NA,NA,NA,NA,-4.65931701777226
"15818",15818,2260,0,3,-1.51190157581118,8,1,NA
"15819",15819,2260,1,2,-1.24544891269934,NA,1,NA
"15820",15820,2260,2,NA,NA,NA,NA,-5.30882693117504
"15825",15825,2261,0,2,-1.51665645324776,7,1,NA
"15826",15826,2261,1,2,-1.64855318638021,NA,1,NA
"15827",15827,2261,2,NA,NA,NA,NA,-5.16922142191454
"15832",15832,2262,0,2,-1.47825476142202,8,1,NA
"15833",15833,2262,1,3,-1.4747529844817,NA,1,NA
"15834",15834,2262,2,NA,NA,NA,NA,-4.66444054576694
"15839",15839,2263,0,3,-1.56406248575985,5,1,NA
"15840",15840,2263,1,1,-1.22679209273879,NA,0,NA
"15841",15841,2263,2,NA,NA,NA,NA,-3.75833076923616
"15846",15846,2264,0,3,-1.598117126713,6,1,NA
"15847",15847,2264,1,2,-1.41780268916034,NA,1,NA
"15848",15848,2264,2,NA,NA,NA,NA,-5.31574183848864
"15853",15853,2265,0,3,-1.50957240714284,9,1,NA
"15854",15854,2265,1,2,-1.31366030072773,NA,1,NA
"15855",15855,2265,2,NA,NA,NA,NA,-4.66165593154526
"15860",15860,2266,0,1,-1.39851692108779,9,1,NA
"15861",15861,2266,1,1,-1.5972846241233,NA,0,NA
"15862",15862,2266,2,NA,NA,NA,NA,-4.60879549405459
"15867",15867,2267,0,2,-1.46471042873506,7,1,NA
"15868",15868,2267,1,3,-1.63164509277847,NA,0,NA
"15869",15869,2267,2,NA,NA,NA,NA,-3.72954367884668
"15874",15874,2268,0,3,-1.46798644300746,6,1,NA
"15875",15875,2268,1,2,-1.4714009934916,NA,1,NA
"15876",15876,2268,2,NA,NA,NA,NA,-4.71252863709829
"15881",15881,2269,0,2,0.515835428182339,10,1,NA
"15882",15882,2269,1,1,-1.65120268553849,NA,1,NA
"15883",15883,2269,2,NA,NA,NA,NA,-4.55872673828153
"15888",15888,2270,0,2,-1.55460505231864,10,0,NA
"15889",15889,2270,1,2,0.537064911806803,NA,0,NA
"15890",15890,2270,2,NA,NA,NA,NA,-1.78837199579425
"15895",15895,2271,0,3,0.444613226959872,5,1,NA
"15896",15896,2271,1,2,-1.70297229517161,NA,0,NA
"15897",15897,2271,2,NA,NA,NA,NA,-4.73515809313672
"15902",15902,2272,0,1,0.494095560625862,5,1,NA
"15903",15903,2272,1,2,-1.6146122292828,NA,1,NA
"15904",15904,2272,2,NA,NA,NA,NA,-5.40016502843457
"15909",15909,2273,0,3,-1.56737760881411,10,1,NA
"15910",15910,2273,1,3,-1.59591070322214,NA,1,NA
"15911",15911,2273,2,NA,NA,NA,NA,-4.58870159840837
"15916",15916,2274,0,2,0.580644932896984,8,1,NA
"15917",15917,2274,1,3,-1.63482104888849,NA,1,NA
"15918",15918,2274,2,NA,NA,NA,NA,-5.39267188556671
"15923",15923,2275,0,3,0.462887381613361,7,1,NA
"15924",15924,2275,1,3,-1.59577564449524,NA,0,NA
"15925",15925,2275,2,NA,NA,NA,NA,-5.36778427554521
"15930",15930,2276,0,1,0.7149767910624,8,1,NA
"15931",15931,2276,1,3,-1.52143991680683,NA,1,NA
"15932",15932,2276,2,NA,NA,NA,NA,-3.43369001747685
"15937",15937,2277,0,1,-1.68467193033444,8,1,NA
"15938",15938,2277,1,3,-1.51960844117702,NA,1,NA
"15939",15939,2277,2,NA,NA,NA,NA,-4.62846786299056
"15944",15944,2278,0,2,0.599080712051175,6,0,NA
"15945",15945,2278,1,3,0.469911889148224,NA,1,NA
"15946",15946,2278,2,NA,NA,NA,NA,-5.52519933605315
"15951",15951,2279,0,2,-1.48272213928398,6,1,NA
"15952",15952,2279,1,2,-1.56734293406094,NA,0,NA
"15953",15953,2279,2,NA,NA,NA,NA,-4.58741004357921
"15958",15958,2280,0,3,-1.54806497997544,6,1,NA
"15959",15959,2280,1,2,-1.5747399996018,NA,1,NA
"15960",15960,2280,2,NA,NA,NA,NA,-5.28319753511913
"15965",15965,2281,0,2,-1.5532205650713,5,1,NA
"15966",15966,2281,1,2,-1.54937798457311,NA,0,NA
"15967",15967,2281,2,NA,NA,NA,NA,-3.68799687782295
"15972",15972,2282,0,1,-1.48476891109836,8,0,NA
"15973",15973,2282,1,3,0.678287815690296,NA,1,NA
"15974",15974,2282,2,NA,NA,NA,NA,-5.39342502202653
"15979",15979,2283,0,2,0.64789490218518,8,0,NA
"15980",15980,2283,1,3,0.485690084637021,NA,1,NA
"15981",15981,2283,2,NA,NA,NA,NA,-1.79575894703679
"15986",15986,2284,0,2,-1.30848986700914,9,0,NA
"15987",15987,2284,1,1,0.481476056530331,NA,1,NA
"15988",15988,2284,2,NA,NA,NA,NA,-5.47829853134174
"15993",15993,2285,0,2,-1.38719895182316,8,1,NA
"15994",15994,2285,1,3,-1.34202237593766,NA,1,NA
"15995",15995,2285,2,NA,NA,NA,NA,-4.39611861184469
"16000",16000,2286,0,2,-1.50876666096218,7,1,NA
"16001",16001,2286,1,3,-1.62356354846483,NA,1,NA
"16002",16002,2286,2,NA,NA,NA,NA,-5.48360457228068
"16007",16007,2287,0,3,-1.50642821631284,6,1,NA
"16008",16008,2287,1,3,-1.46471285053333,NA,0,NA
"16009",16009,2287,2,NA,NA,NA,NA,-4.48765528373414
"16014",16014,2288,0,1,0.568211534365215,8,0,NA
"16015",16015,2288,1,3,0.452561954548435,NA,1,NA
"16016",16016,2288,2,NA,NA,NA,NA,-3.78976950188887
"16021",16021,2289,0,3,-1.38755442131831,9,1,NA
"16022",16022,2289,1,3,-1.47511927798147,NA,1,NA
"16023",16023,2289,2,NA,NA,NA,NA,-2.6539843999587
"16028",16028,2290,0,2,-1.57072718502799,8,1,NA
"16029",16029,2290,1,2,-1.50531310020358,NA,1,NA
"16030",16030,2290,2,NA,NA,NA,NA,-4.75491336020376
"16035",16035,2291,0,2,-1.48967066816894,8,1,NA
"16036",16036,2291,1,3,-1.62822526229465,NA,1,NA
"16037",16037,2291,2,NA,NA,NA,NA,-4.53146684236398
"16042",16042,2292,0,2,-1.54493621226566,9,1,NA
"16043",16043,2292,1,3,-1.57033021149656,NA,1,NA
"16044",16044,2292,2,NA,NA,NA,NA,-1.90294362994932
"16049",16049,2293,0,3,-1.41823441263659,5,1,NA
"16050",16050,2293,1,3,-1.65919837568022,NA,0,NA
"16051",16051,2293,2,NA,NA,NA,NA,-3.84260153500611
"16056",16056,2294,0,3,-1.55410933239841,6,1,NA
"16057",16057,2294,1,2,-1.29527370795941,NA,1,NA
"16058",16058,2294,2,NA,NA,NA,NA,-4.67898841615728
"16063",16063,2295,0,1,0.547243313130167,10,0,NA
"16064",16064,2295,1,3,0.5012912276521,NA,1,NA
"16065",16065,2295,2,NA,NA,NA,NA,-3.71456885713115
"16070",16070,2296,0,3,-1.42726443539229,5,1,NA
"16071",16071,2296,1,3,-1.48221347947965,NA,1,NA
"16072",16072,2296,2,NA,NA,NA,NA,-5.25239279337595
"16077",16077,2297,0,3,0.460354737903108,6,0,NA
"16078",16078,2297,1,3,0.53522657140456,NA,1,NA
"16079",16079,2297,2,NA,NA,NA,NA,-4.51192005632569
"16084",16084,2298,0,2,-1.39457580707275,7,0,NA
"16085",16085,2298,1,3,0.499195634395587,NA,1,NA
"16086",16086,2298,2,NA,NA,NA,NA,-5.40575802285653
"16091",16091,2299,0,2,-1.64294968387822,8,1,NA
"16092",16092,2299,1,3,-1.62291750022149,NA,1,NA
"16093",16093,2299,2,NA,NA,NA,NA,-4.57956974554321
"16098",16098,2300,0,2,-1.38441595904186,5,1,NA
"16099",16099,2300,1,1,-1.56471762989503,NA,1,NA
"16100",16100,2300,2,NA,NA,NA,NA,-3.74475390489948
"16105",16105,2301,0,3,-1.42699681258915,8,1,NA
"16106",16106,2301,1,3,-1.56878704019646,NA,1,NA
"16107",16107,2301,2,NA,NA,NA,NA,-2.53321322308512
"16112",16112,2302,0,2,-1.43340861699733,10,1,NA
"16113",16113,2302,1,2,-1.41442769245938,NA,1,NA
"16114",16114,2302,2,NA,NA,NA,NA,-2.63472564578323
"16119",16119,2303,0,3,-1.52082657041193,6,1,NA
"16120",16120,2303,1,2,-1.43435236131413,NA,1,NA
"16121",16121,2303,2,NA,NA,NA,NA,-3.83876081018335
"16126",16126,2304,0,3,-1.5504277940024,10,0,NA
"16127",16127,2304,1,3,0.712476448904406,NA,1,NA
"16128",16128,2304,2,NA,NA,NA,NA,-5.42518187308626
"16133",16133,2305,0,2,-1.55174568675947,6,1,NA
"16134",16134,2305,1,3,-1.38262938295038,NA,1,NA
"16135",16135,2305,2,NA,NA,NA,NA,-4.6219211890308
"16140",16140,2306,0,2,-1.62154010230832,6,1,NA
"16141",16141,2306,1,1,-1.58496061111409,NA,1,NA
"16142",16142,2306,2,NA,NA,NA,NA,-3.51981356247989
"16147",16147,2307,0,2,-1.45790070935769,5,1,NA
"16148",16148,2307,1,2,-1.48051098353988,NA,1,NA
"16149",16149,2307,2,NA,NA,NA,NA,-2.47655129296335
"16154",16154,2308,0,3,-1.51450833768909,8,1,NA
"16155",16155,2308,1,2,-1.63181175390733,NA,1,NA
"16156",16156,2308,2,NA,NA,NA,NA,-5.51906430301433
"16161",16161,2309,0,2,-1.36112391090502,7,1,NA
"16162",16162,2309,1,2,-1.53047923046939,NA,1,NA
"16163",16163,2309,2,NA,NA,NA,NA,-5.39776015064641
"16168",16168,2310,0,2,0.382825607843495,8,1,NA
"16169",16169,2310,1,1,-1.55466698428028,NA,1,NA
"16170",16170,2310,2,NA,NA,NA,NA,-5.43705662957218
"16175",16175,2311,0,2,0.626896955764225,8,1,NA
"16176",16176,2311,1,3,-1.5962172188871,NA,1,NA
"16177",16177,2311,2,NA,NA,NA,NA,-5.49466193717699
"16182",16182,2312,0,3,-1.46389915145998,7,0,NA
"16183",16183,2312,1,2,0.512321333484415,NA,1,NA
"16184",16184,2312,2,NA,NA,NA,NA,-1.97866820878787
"16189",16189,2313,0,2,-1.6065981816634,7,1,NA
"16190",16190,2313,1,1,-1.49546345165067,NA,1,NA
"16191",16191,2313,2,NA,NA,NA,NA,-5.62638749993893
"16196",16196,2314,0,1,-1.53633051479828,7,1,NA
"16197",16197,2314,1,2,-1.35048664473456,NA,1,NA
"16198",16198,2314,2,NA,NA,NA,NA,-5.44299203219031
"16203",16203,2315,0,2,-1.41433160589317,6,1,NA
"16204",16204,2315,1,1,-1.5930420139974,NA,0,NA
"16205",16205,2315,2,NA,NA,NA,NA,-4.57656770266121
"16210",16210,2316,0,2,-1.42164665450624,10,0,NA
"16211",16211,2316,1,2,0.5773330888686,NA,1,NA
"16212",16212,2316,2,NA,NA,NA,NA,-4.58108264561838
"16217",16217,2317,0,2,-1.51097348136877,5,1,NA
"16218",16218,2317,1,3,-1.46898700453041,NA,1,NA
"16219",16219,2317,2,NA,NA,NA,NA,-5.45689750933816
"16224",16224,2318,0,1,-1.58637591371874,8,1,NA
"16225",16225,2318,1,1,-1.43639195886329,NA,1,NA
"16226",16226,2318,2,NA,NA,NA,NA,-2.68282391251869
"16231",16231,2319,0,2,-1.40058864635928,9,0,NA
"16232",16232,2319,1,2,0.465138019070968,NA,1,NA
"16233",16233,2319,2,NA,NA,NA,NA,-4.73741700860247
"16238",16238,2320,0,2,0.364112856731152,9,1,NA
"16239",16239,2320,1,2,-1.49529923482163,NA,1,NA
"16240",16240,2320,2,NA,NA,NA,NA,-4.4560428583123
"16245",16245,2321,0,2,-1.5630101814988,5,1,NA
"16246",16246,2321,1,1,-1.52483710773992,NA,1,NA
"16247",16247,2321,2,NA,NA,NA,NA,-3.37692193677011
"16252",16252,2322,0,1,0.287868592869169,8,1,NA
"16253",16253,2322,1,3,-1.54510499713434,NA,1,NA
"16254",16254,2322,2,NA,NA,NA,NA,-4.67007882894928
"16259",16259,2323,0,2,-1.44972215613298,7,1,NA
"16260",16260,2323,1,2,-1.40627651380745,NA,0,NA
"16261",16261,2323,2,NA,NA,NA,NA,-4.65358529941869
"16266",16266,2324,0,3,-1.48942190085974,6,1,NA
"16267",16267,2324,1,2,-1.55961755254251,NA,1,NA
"16268",16268,2324,2,NA,NA,NA,NA,-4.66431029941605
"16273",16273,2325,0,3,0.445829329615865,10,1,NA
"16274",16274,2325,1,2,-1.57561629023088,NA,0,NA
"16275",16275,2325,2,NA,NA,NA,NA,-4.64938124775047
"16280",16280,2326,0,2,0.556354650329538,8,0,NA
"16281",16281,2326,1,1,0.537760708390894,NA,1,NA
"16282",16282,2326,2,NA,NA,NA,NA,-5.39866438758033
"16287",16287,2327,0,2,-1.48388637922079,6,1,NA
"16288",16288,2327,1,3,-1.5070092966611,NA,0,NA
"16289",16289,2327,2,NA,NA,NA,NA,-5.34306160646006
"16294",16294,2328,0,3,-1.32240566677611,6,0,NA
"16295",16295,2328,1,2,0.464628671839923,NA,1,NA
"16296",16296,2328,2,NA,NA,NA,NA,-3.99447831985299
"16301",16301,2329,0,3,-1.5700733964981,7,1,NA
"16302",16302,2329,1,2,-1.6144164297231,NA,0,NA
"16303",16303,2329,2,NA,NA,NA,NA,-4.61363259221922
"16308",16308,2330,0,2,-1.47595800252798,9,1,NA
"16309",16309,2330,1,2,-1.46906385142589,NA,1,NA
"16310",16310,2330,2,NA,NA,NA,NA,-1.60433105343428
"16315",16315,2331,0,2,0.551814417302456,6,1,NA
"16316",16316,2331,1,2,-1.39064731303423,NA,1,NA
"16317",16317,2331,2,NA,NA,NA,NA,-4.72808700222506
"16322",16322,2332,0,3,-1.64710669044661,6,1,NA
"16323",16323,2332,1,3,-1.41829746707187,NA,1,NA
"16324",16324,2332,2,NA,NA,NA,NA,-5.34509598807743
"16329",16329,2333,0,2,-1.57633860206942,5,1,NA
"16330",16330,2333,1,2,-1.59739932977461,NA,1,NA
"16331",16331,2333,2,NA,NA,NA,NA,-4.58400220436795
"16336",16336,2334,0,3,-1.42992528224824,7,1,NA
"16337",16337,2334,1,2,-1.49065648617395,NA,1,NA
"16338",16338,2334,2,NA,NA,NA,NA,-4.66684383041937
"16343",16343,2335,0,1,-1.65754775603409,6,0,NA
"16344",16344,2335,1,3,0.501748383284631,NA,1,NA
"16345",16345,2335,2,NA,NA,NA,NA,-5.37968688351993
"16350",16350,2336,0,3,-1.58794431307147,7,1,NA
"16351",16351,2336,1,2,-1.39191375445658,NA,1,NA
"16352",16352,2336,2,NA,NA,NA,NA,-5.38701416634284
"16357",16357,2337,0,1,-1.5152816248148,10,1,NA
"16358",16358,2337,1,3,-1.68028641410028,NA,1,NA
"16359",16359,2337,2,NA,NA,NA,NA,-4.56501066091953
"16364",16364,2338,0,3,-1.4767651681184,8,1,NA
"16365",16365,2338,1,2,-1.38202907490084,NA,1,NA
"16366",16366,2338,2,NA,NA,NA,NA,-5.50137896982147
"16371",16371,2339,0,2,-1.48718108667022,7,1,NA
"16372",16372,2339,1,2,-1.36494084893454,NA,1,NA
"16373",16373,2339,2,NA,NA,NA,NA,-3.29617365554458
"16378",16378,2340,0,2,0.416783811914667,10,0,NA
"16379",16379,2340,1,3,0.474864526061289,NA,1,NA
"16380",16380,2340,2,NA,NA,NA,NA,-3.73997223415471
"16385",16385,2341,0,1,-1.59692971275441,7,1,NA
"16386",16386,2341,1,2,-1.49106544480625,NA,1,NA
"16387",16387,2341,2,NA,NA,NA,NA,-5.42512575313929
"16392",16392,2342,0,2,0.592958239784087,5,1,NA
"16393",16393,2342,1,3,-1.69269033668591,NA,1,NA
"16394",16394,2342,2,NA,NA,NA,NA,-3.36596822745994
"16399",16399,2343,0,2,-1.53414582205533,6,1,NA
"16400",16400,2343,1,1,-1.36221209448552,NA,1,NA
"16401",16401,2343,2,NA,NA,NA,NA,-5.3094729567618
"16406",16406,2344,0,3,0.636195826270182,7,1,NA
"16407",16407,2344,1,2,-1.47694171331306,NA,1,NA
"16408",16408,2344,2,NA,NA,NA,NA,-5.26279347028092
"16413",16413,2345,0,3,-1.32905952104663,8,1,NA
"16414",16414,2345,1,3,-1.59765740086357,NA,1,NA
"16415",16415,2345,2,NA,NA,NA,NA,-5.40418302437303
"16420",16420,2346,0,2,-1.57731405341936,10,1,NA
"16421",16421,2346,1,1,-1.58277263962421,NA,1,NA
"16422",16422,2346,2,NA,NA,NA,NA,-4.58266110906021
"16427",16427,2347,0,3,-1.34433193825394,6,1,NA
"16428",16428,2347,1,1,-1.49186888329127,NA,0,NA
"16429",16429,2347,2,NA,NA,NA,NA,-4.591630422572
"16434",16434,2348,0,2,-1.60335659369681,6,1,NA
"16435",16435,2348,1,2,-1.69535245666151,NA,1,NA
"16436",16436,2348,2,NA,NA,NA,NA,-5.30403959274698
"16441",16441,2349,0,3,-1.45914946972448,5,1,NA
"16442",16442,2349,1,3,-1.47961514511652,NA,1,NA
"16443",16443,2349,2,NA,NA,NA,NA,-5.45554228727694
"16448",16448,2350,0,3,-1.66646661896905,6,1,NA
"16449",16449,2350,1,2,-1.37218722740819,NA,1,NA
"16450",16450,2350,2,NA,NA,NA,NA,-5.44198185972925
"16455",16455,2351,0,3,-1.55189825601933,8,1,NA
"16456",16456,2351,1,1,-1.55888743939346,NA,0,NA
"16457",16457,2351,2,NA,NA,NA,NA,-4.75422015490035
"16462",16462,2352,0,1,-1.52612753694141,8,1,NA
"16463",16463,2352,1,2,-1.25433206090517,NA,1,NA
"16464",16464,2352,2,NA,NA,NA,NA,-4.45630104650257
"16469",16469,2353,0,3,-1.55713418168227,7,1,NA
"16470",16470,2353,1,3,-1.37231002750502,NA,0,NA
"16471",16471,2353,2,NA,NA,NA,NA,-5.39150367877105
"16476",16476,2354,0,3,-1.39843212286473,5,1,NA
"16477",16477,2354,1,2,-1.65930425594111,NA,1,NA
"16478",16478,2354,2,NA,NA,NA,NA,-3.86003210416165
"16483",16483,2355,0,3,0.476235242133123,5,0,NA
"16484",16484,2355,1,2,0.5620730587262,NA,1,NA
"16485",16485,2355,2,NA,NA,NA,NA,-4.58222550018678
"16490",16490,2356,0,3,0.436891780727188,9,1,NA
"16491",16491,2356,1,1,-1.35497979957885,NA,1,NA
"16492",16492,2356,2,NA,NA,NA,NA,-5.65532796991933
"16497",16497,2357,0,2,-1.25787409498935,9,1,NA
"16498",16498,2357,1,2,-1.62133500615764,NA,1,NA
"16499",16499,2357,2,NA,NA,NA,NA,-2.5089556481122
"16504",16504,2358,0,2,0.450800421074794,10,1,NA
"16505",16505,2358,1,2,-1.69548016671763,NA,1,NA
"16506",16506,2358,2,NA,NA,NA,NA,-5.4337698340222
"16511",16511,2359,0,1,-1.439004171603,7,1,NA
"16512",16512,2359,1,3,-1.54112255924261,NA,1,NA
"16513",16513,2359,2,NA,NA,NA,NA,-5.22426518841356
"16518",16518,2360,0,3,-1.42278103113907,6,1,NA
"16519",16519,2360,1,1,-1.48224931947712,NA,0,NA
"16520",16520,2360,2,NA,NA,NA,NA,-3.86032187418574
"16525",16525,2361,0,2,-1.6182377892061,8,0,NA
"16526",16526,2361,1,3,0.557025796954696,NA,1,NA
"16527",16527,2361,2,NA,NA,NA,NA,-4.50874539201208
"16532",16532,2362,0,1,-1.49341497140378,8,0,NA
"16533",16533,2362,1,1,0.380398848258302,NA,0,NA
"16534",16534,2362,2,NA,NA,NA,NA,-3.76106790175955
"16539",16539,2363,0,2,-1.42391826444004,10,1,NA
"16540",16540,2363,1,3,-1.48855597549072,NA,1,NA
"16541",16541,2363,2,NA,NA,NA,NA,-4.51967412479074
"16546",16546,2364,0,1,-1.29438805191374,6,0,NA
"16547",16547,2364,1,2,0.598996028224316,NA,1,NA
"16548",16548,2364,2,NA,NA,NA,NA,-5.36318663073923
"16553",16553,2365,0,3,-1.45330240458624,7,1,NA
"16554",16554,2365,1,3,-1.49949017298865,NA,1,NA
"16555",16555,2365,2,NA,NA,NA,NA,-4.58538097771152
"16560",16560,2366,0,2,-1.5784272847191,5,1,NA
"16561",16561,2366,1,2,-1.33595928631155,NA,1,NA
"16562",16562,2366,2,NA,NA,NA,NA,-5.21505594781687
"16567",16567,2367,0,2,-1.70069324612188,10,1,NA
"16568",16568,2367,1,2,-1.40334880044864,NA,0,NA
"16569",16569,2367,2,NA,NA,NA,NA,-5.3767530439409
"16574",16574,2368,0,1,-1.37776183309328,10,1,NA
"16575",16575,2368,1,3,-1.58635946795118,NA,1,NA
"16576",16576,2368,2,NA,NA,NA,NA,-4.42585458945941
"16581",16581,2369,0,3,-1.46787553969818,8,1,NA
"16582",16582,2369,1,2,-1.44292573172711,NA,1,NA
"16583",16583,2369,2,NA,NA,NA,NA,-5.5090332747032
"16588",16588,2370,0,2,-1.40816195363088,6,1,NA
"16589",16589,2370,1,2,-1.5732434447861,NA,1,NA
"16590",16590,2370,2,NA,NA,NA,NA,-5.46079252790814
"16595",16595,2371,0,3,-1.34575279900446,10,1,NA
"16596",16596,2371,1,3,-1.48703842795413,NA,1,NA
"16597",16597,2371,2,NA,NA,NA,NA,-4.47501981707119
"16602",16602,2372,0,2,-1.40956107169128,9,1,NA
"16603",16603,2372,1,2,-1.49880390915071,NA,1,NA
"16604",16604,2372,2,NA,NA,NA,NA,-4.72318229253849
"16609",16609,2373,0,3,-1.36427260594156,6,1,NA
"16610",16610,2373,1,3,-1.57443006877501,NA,1,NA
"16611",16611,2373,2,NA,NA,NA,NA,-5.44536079975061
"16616",16616,2374,0,2,-1.56664690756967,6,1,NA
"16617",16617,2374,1,2,-1.59291004633279,NA,1,NA
"16618",16618,2374,2,NA,NA,NA,NA,-4.58028392496926
"16623",16623,2375,0,3,-1.39911902427692,9,1,NA
"16624",16624,2375,1,2,-1.32784366872848,NA,1,NA
"16625",16625,2375,2,NA,NA,NA,NA,-4.50380147441468
"16630",16630,2376,0,2,-1.59803189880978,7,0,NA
"16631",16631,2376,1,2,0.590072345589811,NA,1,NA
"16632",16632,2376,2,NA,NA,NA,NA,-5.48566514341128
"16637",16637,2377,0,2,-1.51277735152616,6,1,NA
"16638",16638,2377,1,1,-1.36636809213082,NA,0,NA
"16639",16639,2377,2,NA,NA,NA,NA,-2.57958404238569
"16644",16644,2378,0,3,-1.47678349404758,7,1,NA
"16645",16645,2378,1,2,-1.48784711164227,NA,1,NA
"16646",16646,2378,2,NA,NA,NA,NA,-3.36175616165587
"16651",16651,2379,0,3,-1.54683887660386,6,1,NA
"16652",16652,2379,1,1,-1.38572191928561,NA,1,NA
"16653",16653,2379,2,NA,NA,NA,NA,-4.38938630260061
